cds	logFC.constDiff	adj.P.Val.constDiff	logFC.weevilInd_Q903	adj.P.Val.weevilInd_Q903	set	UniProtKB.AC	evalue	Description	tax_id	Taxonomy	GO
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101049_c0_g1_i2:173-763(+)	2.34677247540965	0.0167905945939647	-0.155571316943195	0.915619837685437	1	A9P1V3	2.68e-94	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0003677; GO:0003700; GO:0046983
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101075_c1_g1_i1:1-621(-)	-0.854431552411294	0.834018089293334	6.95993676147998	0.00371864442651241	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101075_c1_g1_i2:3-569(-)	-1.33829415609792	0.776826110882387	5.69006763168607	0.0219535321772444	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101075_c1_g1_i3:3-581(-)	-0.678128472110173	0.849600929192196	5.32064029377261	0.00551651862849835	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101087_c0_g1_i1:100-477(+)	-0.181726041799177	0.966111603804962	6.5022391853621	0.00339660536124635	3	A0A0G7ZNR0	1.6e-66	Putative flavanone 3-dioxygenase OS=Picea glauca OX=3330 PE=3 SV=1	3330	Viridiplantae	GO:0046872; GO:0045486
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101097_c0_g1_i1:34-1236(-)	-1.02200003872863	0.142521001443051	-2.72958666558331	0.00062287363974888	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101098_c0_g1_i1:248-1753(-)	0.825956459119785	0.692366389833514	3.31516386571036	0.0462890254699582	3	A0A4Z1PIJ7	3.87e-164	Peroxidase OS=Venturia nashicola OX=86259 GN=E6O75_ATG00494 PE=3 SV=1	86259	Fungi	GO:0020037; GO:0046872; GO:0004601; GO:0006979
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101107_c1_g1_i1:796-1386(+)	-0.120602488521144	0.852274465683521	-2.22761465975178	0.000593948241582673	4	A0A199US73	2.63e-67	S-acyltransferase OS=Ananas comosus OX=4615 GN=ACMD2_05220 PE=3 SV=1	4615	Viridiplantae	GO:0016021; GO:0019706
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101119_c0_g1_i1:1-312(+)	-5.89253080580719	2.91398300482494e-07	0.447003094052031	0.385107835682663	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101119_c0_g1_i3:1-309(+)	3.03759344029906	0.042479638690209	-1.1386372879465	0.533345163612607	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101121_c0_g1_i1:1040-3052(+)	-1.02580599749389	0.292825017391429	-4.74563944832419	0.00561287186692008	4	M5Y0P1	3.15e-103	Uncharacterized protein OS=Prunus persica OX=3760 GN=PRUPE_ppa015102mg PE=4 SV=1	3760	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101127_c0_g1_i1:161-1654(+)	-0.254165296285864	0.63662145909463	-2.44422654707163	0.000125212779343544	4	A9NVK5	0	Glutaredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005623; GO:0009055; GO:0015035; GO:0045454
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101128_c0_g2_i1:385-1161(-)	0.96011767585282	0.36356362263579	-2.73319926729274	0.04226061807251	4	B8LPN4	1.14e-115	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101148_c0_g2_i1:493-1941(+)	0.131977744445158	0.882537834041182	-4.465882941658	0.000681421215344537	4	W1NZ74	8.36e-112	Uncharacterized protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00135p00069650 PE=3 SV=1	13333	Viridiplantae	GO:0005886; GO:0009638; GO:0016567
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101148_c0_g2_i3:228-842(+)	0.181910530316943	0.859011177805302	-2.543531962351	0.00868835138072966	4	A0A061E316	1.15e-29	Phototropic-responsive NPH3 family protein isoform 2 OS=Theobroma cacao OX=3641 GN=TCM_007403 PE=3 SV=1	3641	Viridiplantae	GO:0016567
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101150_c0_g1_i1:538-1128(+)	-0.73750384595355	0.208482556036122	-4.2645804306677	4.97830672676084e-05	4	A0A0D6R9G6	5.63e-62	Response regulatory domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0000160
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101163_c1_g1_i1:767-4594(+)	-0.675842712766929	0.277363630707109	-4.2401164427122	0.000505247699914646	4	M0ZLZ3	0	Uncharacterized protein OS=Solanum tuberosum OX=4113 GN=102587959 PE=4 SV=1	4113	Viridiplantae	GO:0016021; GO:0005524; GO:0016887; GO:0042626
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101169_c0_g1_i1:287-601(+)	-0.365277276793597	0.5948274657657	-2.13220477306924	0.000839446057708225	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101179_c0_g1_i1:3-641(+)	0.135202879519894	0.864189464368917	-5.22165155854674	7.25855241412027e-05	4	A0A0K0M729	9.72e-66	LRK1 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101191_c0_g1_i1:125-1543(-)	-1.19334402918055	0.020874200860334	-2.43426470775828	0.000376489111652915	4	A0A1V1FSR8	3.46e-37	AP2/B3-like transcriptional factor family protein OS=Cryptomeria japonica OX=3369 PE=2 SV=1	3369	Viridiplantae	GO:0003677
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101219_c0_g1_i1:2-1447(-)	-0.378329666727589	0.587354158114174	-2.12776705362049	0.00381730290036953	4	B8LMZ7	6.8e-114	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101263_c0_g1_i1:70-1320(+)	-2.3373147807887	0.000406155481336027	-3.35478017986402	2.22887832022659e-05	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101303_c0_g1_i1:3-725(-)	2.84085009701169	0.00031515172067056	-1.09500123123642	0.247371227157034	1	A0A0D6QRD8	3.53e-71	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101306_c0_g1_i1:194-1291(+)	0.103401079846623	0.955501263036808	-2.50360661219621	0.0464177099995287	4	D8TBK2	2.24e-114	Peroxidase OS=Selaginella moellendorffii OX=88036 GN=SELMODRAFT_236645 PE=3 SV=1	88036	Viridiplantae	GO:0005576; GO:0020037; GO:0046872; GO:0004601; GO:0042744; GO:0006979
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101318_c1_g2_i1:2-304(+)	0.270194848748239	0.883028296031829	3.0873739681705	0.00934115679662597	3	A0A0D6R3M8	4.42e-51	Sucrose synthase OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0016157; GO:0005985
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101318_c1_g3_i1:143-490(+)	0.422781572892681	0.701019335871091	2.24885309116878	0.00610414150899312	3	A0A0D6R3M8	3.14e-58	Sucrose synthase OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0016157; GO:0005985
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101337_c0_g1_i1:3-599(-)	0.298204356566404	0.892513051889154	3.4604449590624	0.00508855874652956	3	A0A2R6WEA7	4.94e-21	Uncharacterized protein OS=Marchantia polymorpha OX=3197 GN=MARPO_0102s0052 PE=4 SV=1	3197	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101345_c0_g2_i1:462-1871(-)	3.65202212415874	0.0117392397376601	3.06989481095185	0.0318831764293145	5	A0A0D1WGB9	2.45e-159	VWFA domain-containing protein OS=Exophiala sideris OX=1016849 GN=PV11_03345 PE=4 SV=1	1016849	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101348_c0_g2_i1:257-1168(+)	6.16983734649791	1.60276724520093e-07	0.663331009245647	0.594391029742079	1	A0A1Y1I7M9	4.26e-98	Uncharacterized protein OS=Klebsormidium nitens OX=105231 GN=KFL_002210160 PE=4 SV=1	105231	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101356_c1_g2_i1:2-556(+)	-0.416073914440902	0.578596329490075	-2.20456039088497	0.00231952130603269	4	A0A4S4CYH8	2.78e-35	LEA_2 domain-containing protein OS=Camellia sinensis var. sinensis OX=542762 GN=TEA_010773 PE=4 SV=1	542762	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101362_c0_g1_i2:1-1035(-)	-4.50275851469452	0.00715820689961057	-3.35549255217292	0.0110673279656732	8	A9NVT2	0	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016758
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101366_c0_g1_i2:308-787(-)	-1.75052695370535	0.590285305316209	4.74953676599281	0.0299660623194687	3	A9NLF6	6.54e-73	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101366_c0_g1_i4:430-918(-)	-4.81082345559203	0.192296739246874	6.19334348625685	0.011957659231396	3	A9NLF6	4.89e-71	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101376_c0_g2_i1:2-403(+)	3.88398520423276	0.00615936297677013	-0.214576302684998	0.921770359992202	1	A9NVW4	1.66e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101387_c0_g1_i1:814-2547(+)	-0.761972027212145	0.434346076765722	-3.18141047759153	0.0038761443924581	4	A0A371I6F7	0	Putative LRR receptor-like serine/threonine-protein kinase (Fragment) OS=Mucuna pruriens OX=157652 GN=CR513_04846 PE=4 SV=1	157652	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101387_c0_g1_i2:814-3537(+)	0.0554748643989167	0.942266257389092	-2.83705582702548	0.000125327746491603	4	D7U3K7	0	Protein kinase domain-containing protein OS=Vitis vinifera OX=29760 GN=VIT_07s0005g06500 PE=4 SV=1	29760	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101431_c0_g1_i1:3-350(-)	-7.4303946002182	0.0093408591507062	1.41539386736029	0.053853215596006	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101431_c0_g4_i1:3-350(-)	4.55729780576072	0.00649803500360257	0.660389567786677	0.768493825517769	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101444_c0_g1_i1:266-1660(+)	-0.343069478171959	0.414177539008092	-2.17513345669473	4.41513486318814e-05	4	A0A0D6R5S2	0	HD domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101452_c0_g1_i2:151-447(+)	-0.564559072215008	0.504544059852323	-3.72499171222325	0.000202327852597644	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101472_c1_g1_i1:2-373(+)	-0.150141673407049	0.926493691458223	-2.61702108787173	0.0244500738956379	4	B8LQT0	7.88e-67	Lipase_GDSL domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016788
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101476_c0_g1_i3:2-376(+)	0.354995552861419	0.916181333773499	4.58456332467155	0.0184613984906066	3	H9WXY5	1.08e-36	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=CL3160Contig1_05 PE=4 SV=1	3352	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101510_c0_g2_i2:57-560(+)	-2.48232073255622	0.0189011397032535	0.37025791267382	0.672224281170759	2	A0A059BME5	4.64e-24	COR domain-containing protein OS=Eucalyptus grandis OX=71139 GN=EUGRSUZ_F00625 PE=4 SV=1	71139	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101515_c1_g1_i2:3-1760(+)	-0.218065349681758	0.902861434673118	-6.4741898132218	0.0135111620941045	4	A9NXU5	2.69e-164	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0050660; GO:0016614
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101516_c0_g2_i2:35-910(+)	-1.6542130473503	0.713803652508787	5.61601085065849	0.0262003395933508	3	B8LLR5	4.46e-147	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016747
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101527_c0_g1_i1:224-727(-)	0.0759763054815729	0.902874895015691	-2.16436200003157	5.94869644526137e-05	4	D5ADA6	1.5e-120	HVA22-like protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101561_c0_g1_i1:3-1034(+)	2.15287110727211	0.00924445337086219	0.867467131642941	0.485219837287074	1	A0A2P5HY91	0	Endoglucanase 3 OS=Diaporthe helianthi OX=158607 GN=DHEL01_v206407 PE=3 SV=1	158607	Fungi	GO:0004553; GO:0005975
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101584_c0_g1_i1:84-1580(+)	-2.03881608759446	0.00847956697609305	-5.8716957526484	1.28366640316084e-05	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101602_c0_g1_i1:518-1027(-)	-1.16512883437961	0.0724723090380004	-3.06031215570563	0.000264452807044626	4	A9NU25	7.55e-123	PLAT domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004096; GO:0020037
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101602_c0_g2_i1:2-454(-)	-0.655445652538298	0.466454267064338	-2.90799466177202	0.0040080605615732	4	A9NU25	9.91e-107	PLAT domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004096; GO:0020037
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101633_c0_g1_i1:3-845(-)	-0.497955949187571	0.843428670457801	4.09032518857428	0.017098761665763	3	A0A0D6QRJ0	6.64e-98	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101638_c0_g1_i1:507-1544(-)	-0.523919514119619	0.240805510970763	-2.25602733874154	0.000241914214825444	4	H9WWC8	2.01e-74	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_4904_01 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101649_c0_g1_i1:163-1308(+)	-0.455047324839167	0.322584492045476	-3.16182646227167	2.38134338343435e-05	4	A0A438FBL2	2.92e-49	Dof zinc finger protein DOF5.7 OS=Vitis vinifera OX=29760 GN=DOF5.7_0 PE=4 SV=1	29760	Viridiplantae	GO:0005634; GO:0003677; GO:0006355
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101670_c0_g1_i1:197-817(-)	-0.989078283013759	0.608334460910211	4.40537377721549	0.00105803738971209	3	A0A4Q1BCW0	3.04e-117	Protein YOP1 OS=Tremella mesenterica OX=5217 GN=M231_07106 PE=3 SV=1	5217	Fungi	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101695_c0_g1_i1:333-920(+)	4.33054402192796	0.00174287926831699	0.0874764784788872	0.9693433320708	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101707_c0_g1_i1:501-2318(+)	6.51059028654647	7.25104761619277e-09	0.895873978540091	0.359438484438451	1	A0A2H5PMA8	0	Uncharacterized protein OS=Citrus unshiu OX=55188 GN=CUMW_147810 PE=4 SV=1	55188	Viridiplantae	GO:0016021; GO:0005249
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101715_c0_g1_i1:229-1161(+)	-0.854929230087175	0.350229757432472	-3.75558805814816	0.000639702846115184	4	D5AAB4	9.26e-113	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101731_c0_g1_i1:105-590(+)	-2.64357586881965	0.0162803702249007	-7.86397725624444	0.000555242991015737	8	A9NSM6	1.73e-21	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005509
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101757_c0_g1_i1:305-1333(-)	-8.0340561763307	6.35601132888018e-07	-2.83073829304142	0.000135824288144586	8	A9P0E6	1.66e-78	Glutaredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005623; GO:0009055; GO:0015035; GO:0045454
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101826_c0_g1_i1:290-1795(-)	9.19577872095757	0.000236700660938157	-2.26089748683646	0.445956348865158	1	A9NTR2	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003723; GO:0008270
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101826_c0_g1_i3:290-1798(-)	-8.56420850852348	2.10400306394084e-07	-0.310449988025612	0.434637920822475	2	A9NTR2	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003723; GO:0008270
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101827_c0_g4_i1:1-330(+)	-0.205009589539715	0.938605524555104	3.60809541972461	0.02256970512373	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101827_c0_g5_i1:1-330(+)	3.61088770048638	0.100980708597375	4.90029228160497	0.0279121116722156	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101838_c0_g1_i2:3-485(+)	6.66598144273454	4.88597641335506e-05	0.663331009245646	0.763562111243384	1	H9MB15	2.24e-46	Uncharacterized protein (Fragment) OS=Pinus radiata OX=3347 GN=2_6183_01 PE=4 SV=1	3347	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101840_c0_g1_i1:219-929(-)	5.64059361693621	0.000598579883405457	4.90489613831352	0.00532064162852223	5	K7NMN7	1.31e-44	PMEI domain-containing protein (Fragment) OS=Pinus radiata OX=3347 GN=2_5258_01 PE=4 SV=1	3347	Viridiplantae	GO:0004857
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101862_c0_g1_i2:3-974(+)	-0.31139235802078	0.82426683653442	2.02912117563525	0.018648368559214	3	B8LRG8	1.25e-123	Nudix hydrolase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016787
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101878_c0_g1_i1:327-794(-)	2.51673939784529	0.0910849170263987	3.17347710373563	0.0196754270069115	3	A0A3M0W6G7	7.11e-92	Nascent polypeptide-associated complex subunit beta (Fragment) OS=Chaetothyriales sp. CBS 134920 OX=2249417 GN=DV735_g2215 PE=3 SV=1	2249417	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101897_c0_g1_i1:1-444(+)	6.00974560533862	7.41427899813587e-06	0.663331009245648	0.687165430307788	1	A0A0K0M729	3.24e-48	LRK1 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101902_c0_g1_i1:25-3036(-)	-0.455491026516746	0.563342681005608	-5.3896016207796	0.00015077133543169	4	D8R9J3	2.86e-153	C3H1-type domain-containing protein OS=Selaginella moellendorffii OX=88036 GN=SELMODRAFT_408664 PE=4 SV=1	88036	Viridiplantae	GO:0005634; GO:0003700; GO:0008270
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101910_c0_g2_i1:257-688(-)	-9.58141316432794	0.0119099890616979	-1.3101165453545	0.188418590497302	2	A0A0K0M7B4	7.54e-75	GASA1 (Fragment) OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101931_c0_g1_i1:186-713(-)	2.34261720394287	0.447495438819279	5.99573634818829	0.0201365067241026	3	E0ZK29	3.33e-108	Uncharacterized protein (Fragment) OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101953_c0_g1_i2:3-542(-)	1.16672430604016	0.208831342084419	-3.32142166008857	0.00450635929029969	4	B8LN53	1.35e-132	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101966_c0_g1_i1:241-1131(+)	-0.540519332397595	0.332575057404261	-2.22999601141139	0.00058735111225437	4	A9NLB7	0	Xyloglucan endotransglucosylase/hydrolase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0048046; GO:0005618; GO:0004553; GO:0016762; GO:0042546; GO:0071555; GO:0010411
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102010_c0_g1_i1:31-366(-)	2.73483477789318	0.000847337527478924	-1.03369123263607	0.35474814008867	1	A0A0K0M799	4.12e-60	CHAT4 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0016747
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102010_c0_g2_i1:31-366(-)	-0.959491935563856	0.242874498285931	-4.92299243812367	7.14813200931975e-05	4	A0A0K0M799	1.85e-55	CHAT4 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0016747
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102019_c0_g3_i1:124-420(+)	0.00753972469677281	0.996475886290213	-5.01585100216322	0.00375127067783985	4	A9NTH5	1.46e-65	SCP domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005576
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102032_c0_g1_i1:596-1345(-)	-7.43708460590855	3.9582558406986e-06	-1.18466661877147	0.0130223773585232	2	A9NV40	2.89e-63	H15 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0000786; GO:0005634; GO:0003677; GO:0006334
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102035_c0_g1_i1:309-956(-)	-1.71105961605282	0.00452737450072063	-5.33496894536888	6.48965785808357e-05	4	A0A0C4VYR6	1.57e-148	DNA-directed RNA polymerase IV fifth largest subunit OS=Pinus canariensis OX=49510 GN=NRPE5 PE=2 SV=1	49510	Viridiplantae	GO:0005634; GO:0003677; GO:0003899; GO:0006351
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102043_c0_g1_i1:767-1339(-)	-0.553553059727318	0.431151492577115	-2.66192563075542	0.000564186386950968	4	D5A8U0	1.2e-132	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN10204_c0_g1_i1:120-1736(-)	-0.35243743457484	0.650432723950403	-2.812716715247	0.00121934600426618	4	A0A1U8Q114	0	U5 small nuclear ribonucleoprotein 40 kDa protein isoform X1 OS=Nelumbo nucifera OX=4432 GN=LOC104591948 PE=4 SV=1	4432	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102061_c1_g1_i1:599-1228(-)	-0.606073219557737	0.687767885277715	-2.96884185746655	0.0430684985910996	4	A9NPV7	7.43e-155	AP2/ERF domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0003677; GO:0003700
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102082_c0_g1_i3:1-513(+)	4.74536752401303	0.0249472362042881	1.68421921900535	0.48762044764204	1	A0A166C3R3	3.01e-33	Ricin B-type lectin domain-containing protein OS=Fibularhizoctonia sp. CBS 109695 OX=436010 GN=FIBSPDRAFT_753619 PE=4 SV=1	436010	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102100_c0_g1_i1:3-629(+)	-1.15221953370212	0.15413499322662	-2.78223854049061	0.0047652341563936	4	A9NUX4	3.85e-61	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046983
