cds	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105138_c0_g1_i1:433-3978(-)	A0A443P4Y4	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105147_c0_g1_i2:291-2798(-)	A0A1U8BLA6	Viridiplantae	GO:0006289	nucleotide-excision repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105192_c0_g1_i1:242-571(-)	H6C6C0	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105200_c0_g1_i1:554-2185(-)	A0A200RDV0	Viridiplantae	GO:0007015	actin filament organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105200_c0_g1_i1:554-2185(-)	A0A200RDV0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105229_c0_g1_i1:453-2534(-)	A0A0K0M715	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105229_c0_g1_i1:453-2534(-)	A0A0K0M715	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105400_c1_g1_i1:1-447(-)	B8LML9	Viridiplantae	GO:0006081	cellular aldehyde metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105400_c2_g1_i3:670-2106(+)	A9NUC8	Viridiplantae	GO:0006081	cellular aldehyde metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105483_c1_g2_i1:3-455(-)	B8LL56	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105487_c0_g1_i1:1-336(-)	A0A0C9S6M8	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105509_c0_g1_i1:234-1253(-)	T1PZ39	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105509_c0_g1_i1:234-1253(-)	T1PZ39	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105529_c0_g1_i1:2-454(+)	Q9ZQW6	Viridiplantae	GO:0009269	response to desiccation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105534_c0_g1_i1:442-7194(-)	A0A0C9S872	Viridiplantae	GO:0006633	fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105537_c0_g1_i1:308-1819(+)	A0A0C9S5E4	Viridiplantae	GO:0006633	fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105630_c0_g1_i1:215-1810(+)	W1NW99	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105630_c0_g1_i1:215-1810(+)	W1NW99	Viridiplantae	GO:0045489	pectin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105644_c0_g1_i1:277-750(+)	A0A2C9UMF9	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105654_c0_g1_i1:536-2002(+)	A0A2G9GXB0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105656_c0_g1_i1:168-683(+)	A0A5D2C2P4	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105725_c0_g1_i2:141-461(-)	A9NZG1	Viridiplantae	GO:0008643	carbohydrate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105725_c0_g1_i3:141-959(-)	A9NZG1	Viridiplantae	GO:0008643	carbohydrate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105762_c0_g1_i1:216-3245(-)	A0A2N9J0R7	Viridiplantae	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105872_c0_g1_i1:489-2270(+)	U5CWJ4	Viridiplantae	GO:0003333	amino acid transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN105887_c1_g1_i1:2-313(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106057_c0_g1_i1:2-472(+)	A0A0D1ZXD7	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106058_c0_g1_i1:305-2959(-)	A0A0C9QTT7	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106066_c1_g1_i1:607-1314(-)	A0A1Q3BBZ1	Viridiplantae	GO:0045893	positive regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:0048309	endoplasmic reticulum inheritance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:1990809	endoplasmic reticulum tubular network membrane organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:0032581	ER-dependent peroxisome organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:0051292	nuclear pore complex assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:0034976	response to endoplasmic reticulum stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106085_c0_g1_i1:2-598(+)	A0A0D2BW43	Fungi	GO:0016192	vesicle-mediated transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106101_c1_g1_i1:212-652(-)	A0A4S9LAA5	Fungi	GO:0006850	mitochondrial pyruvate transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106103_c1_g2_i1:2-562(+)	A0A2J8A0Z9	Viridiplantae	GO:0009765	photosynthesis, light harvesting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106103_c1_g2_i1:2-562(+)	A0A2J8A0Z9	Viridiplantae	GO:0018298	protein-chromophore linkage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106127_c0_g1_i1:272-934(+)	D5A9D9	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106127_c0_g1_i2:272-904(+)	D5AAB3	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106127_c0_g1_i3:272-913(+)	D5AAB3	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106127_c0_g1_i4:272-904(+)	D5AAB3	Viridiplantae	GO:0006334	nucleosome assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106129_c0_g2_i1:27-599(+)	A0A2P6NKA7	Evosea	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106187_c0_g1_i3:2-493(-)	A0A0C9SB52	Viridiplantae	GO:0120009	intermembrane lipid transfer
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN1061_c0_g1_i1:1-324(-)	G5CUA1	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106238_c0_g2_i1:349-744(-)	A0A2R6RJ51	Viridiplantae	GO:0006886	intracellular protein transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106245_c0_g2_i2:3-470(-)	A0A1U8B976	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106252_c0_g2_i1:206-1444(-)	A0A0D2D5L0	Fungi	GO:0005978	glycogen biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106321_c0_g1_i1:123-668(-)	A9NP69	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106340_c0_g1_i1:739-1344(+)	A0A0C9S917	Viridiplantae	GO:0031408	oxylipin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106368_c1_g2_i1:239-592(-)	A9NRC6	Viridiplantae	GO:0080143	regulation of amino acid export
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106411_c0_g1_i1:747-2846(+)	B5TXD0	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106411_c0_g1_i1:747-2846(+)	B5TXD0	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106459_c1_g1_i2:3-632(+)	A0A0K0M7E0	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106486_c0_g1_i1:2-1354(+)	A0A4T0A818	Fungi	GO:0061817	endoplasmic reticulum-plasma membrane tethering
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106486_c0_g1_i1:2-1354(+)	A0A4T0A818	Fungi	GO:0006869	lipid transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106529_c0_g1_i1:126-1493(+)	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106551_c0_g2_i2:1-642(-)	B8LS41	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106558_c1_g2_i1:40-558(-)	A0A4Q5NCL2	Bacteria	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106740_c1_g4_i1:220-855(-)	A0A074YBR3	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106804_c0_g1_i1:435-899(+)	A9P1D1	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106820_c0_g1_i1:3-1022(+)	A0A0D6QYX2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106820_c0_g1_i1:3-1022(+)	A0A0D6QYX2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106826_c0_g1_i1:2-871(+)	A0A074Y5H1	Fungi	GO:0006172	ADP biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106826_c0_g1_i1:2-871(+)	A0A074Y5H1	Fungi	GO:0046033	AMP metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106826_c0_g1_i1:2-871(+)	A0A074Y5H1	Fungi	GO:0046034	ATP metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106827_c4_g7_i1:59-721(-)	M5BL98	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106835_c0_g1_i1:298-1377(-)	Q9AUI1	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106849_c0_g3_i1:255-743(-)	B8LML0	Viridiplantae	GO:0009627	systemic acquired resistance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106853_c2_g2_i1:49-447(-)	A0A4T0EKH1	Fungi	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i1:314-853(+)	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i2:313-783(+)	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i3:1-585(+)	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106865_c0_g1_i1:361-1509(+)	A0A067KCE2	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106865_c0_g1_i1:361-1509(+)	A0A067KCE2	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106867_c1_g3_i1:2-367(+)	A0A2H3X3U3	Viridiplantae	GO:0000724	double-strand break repair via homologous recombination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106867_c1_g3_i1:2-367(+)	A0A2H3X3U3	Viridiplantae	GO:0007062	sister chromatid cohesion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	A9NZ22	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	A9NZ22	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	A9NZ22	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106902_c0_g1_i2:194-2041(-)	A0A1D1XNF2	Viridiplantae	GO:0045493	xylan catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106903_c6_g1_i2:2-781(-)	A0A0D1ZLZ7	Fungi	GO:0042776	mitochondrial ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106931_c0_g1_i1:3-1550(+)	A0A0D2C737	Fungi	GO:0006106	fumarate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106931_c0_g1_i1:3-1550(+)	A0A0D2C737	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106946_c0_g1_i1:31-576(-)	A0A2P6MZU8	Evosea	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107141_c0_g2_i2:442-1038(-)	A0A0D6RA38	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107146_c0_g1_i3:1-756(+)	Q1EDG4	Viridiplantae	GO:0016114	terpenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107147_c1_g2_i2:333-2081(-)	A0A4U0XLR5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107195_c0_g1_i2:190-798(-)	A0A0C9QN48	Viridiplantae	GO:0007264	small GTPase mediated signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107205_c0_g1_i1:48-515(-)	A0A383WCJ8	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107206_c1_g1_i2:3-599(+)	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	A0A2K1L0Q8	Viridiplantae	GO:0044772	mitotic cell cycle phase transition
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	A0A2K1L0Q8	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	A0A2K1L0Q8	Viridiplantae	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:0019933	cAMP-mediated signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:0045721	negative regulation of gluconeogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:0010515	negative regulation of induction of conjugation with cellular fusion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:0046827	positive regulation of protein export from nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107269_c0_g2_i1:366-1640(-)	A0A0N1NYU3	Fungi	GO:1903759	signal transduction involved in regulation of aerobic respiration
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107270_c0_g1_i1:408-836(-)	A9NQK8	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107280_c0_g1_i1:127-2046(-)	A0A0K0M796	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107293_c0_g2_i1:153-1886(-)	A9NW72	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107293_c0_g2_i1:153-1886(-)	A9NW72	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107302_c0_g1_i1:456-959(-)	A9P0V0	Viridiplantae	GO:0010112	regulation of systemic acquired resistance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107305_c0_g1_i1:264-1412(+)	Q8S4Q3	Viridiplantae	GO:0006633	fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107334_c0_g1_i1:368-1765(-)	A0A1S3E253	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107370_c0_g1_i1:558-2057(-)	A0A0K0M741	Viridiplantae	GO:0006351	transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	A9NPJ1	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107395_c0_g1_i1:116-1126(+)	A0A411JJP0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107440_c2_g1_i1:179-1645(-)	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107440_c2_g1_i3:181-1647(-)	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107443_c0_g1_i1:203-811(-)	A0A438NBG8	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107448_c0_g2_i1:175-1935(-)	A0A4S9SGQ6	Fungi	GO:0009098	leucine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107477_c0_g2_i1:81-842(-)	A0A178DPL2	Fungi	GO:0006511	ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107479_c0_g1_i1:163-1350(+)	A0A1D1YPI4	Viridiplantae	GO:0007094	mitotic spindle assembly checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107480_c0_g1_i3:1-405(+)	B8LQZ9	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0031507	heterochromatin assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0048366	leaf development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0045787	positive regulation of cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0009909	regulation of flower development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0006349	regulation of gene expression by genetic imprinting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:2000653	regulation of genetic imprinting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	A0A2R6WEI8	Viridiplantae	GO:0010026	trichome differentiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107536_c0_g2_i1:1-306(+)	A0A0D2AAT4	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107559_c0_g1_i3:3-572(-)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107569_c0_g1_i1:3-605(+)	G1XLP9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107584_c0_g1_i1:399-1673(+)	A0A176WRF3	Viridiplantae	GO:0009072	aromatic amino acid family metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107607_c0_g1_i1:111-815(-)	A0A4Z1NX26	Fungi	GO:0016559	peroxisome fission
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107612_c0_g1_i2:2-520(+)	A0A4V5NFI3	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107650_c0_g4_i1:33-671(-)	A0A2P6N1S2	Evosea	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107689_c2_g1_i1:164-1219(+)	Q5W5I2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107689_c2_g1_i1:164-1219(+)	Q5W5I2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i1:264-1307(-)	D5ABS0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i2:264-1202(-)	D5ABS0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i3:2-361(-)	A0A482ER90	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107751_c0_g1_i1:262-753(-)	W9Y8E0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107751_c0_g1_i2:70-561(-)	W9Y8E0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107752_c0_g2_i2:1-324(+)	A9NJZ1	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107835_c0_g1_i1:413-2842(-)	A0A178VR42	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107864_c2_g1_i1:256-1257(-)	A0A074XVB8	Fungi	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107917_c0_g1_i2:390-815(+)	A9NQ79	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i1:321-1385(+)	A0A2C9WN99	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i1:321-1385(+)	A0A2C9WN99	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i2:321-1523(+)	A0A1R3KDZ2	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i2:321-1523(+)	A0A1R3KDZ2	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i1:456-1796(+)	A0A0D6QYA3	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i1:456-1796(+)	A0A0D6QYA3	Viridiplantae	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i2:456-1829(+)	A0A0D6QYA3	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i2:456-1829(+)	A0A0D6QYA3	Viridiplantae	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108098_c0_g1_i1:203-622(+)	A0A2R6XAQ7	Viridiplantae	GO:0030042	actin filament depolymerization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108111_c1_g1_i1:1-420(-)	B8LM08	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108111_c1_g3_i1:1-420(-)	B8LM08	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108169_c0_g1_i1:134-1282(-)	V9D638	Fungi	GO:0000272	polysaccharide catabolic process
