cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN1061_c0_g1_i1:1-324(-)	3	G5CUA1	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106245_c0_g2_i2:3-470(-)	2	A0A1U8B976	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106252_c0_g2_i1:206-1444(-)	3	A0A0D2D5L0	Fungi	GO:0005978	glycogen biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106321_c0_g1_i1:123-668(-)	2	A9NP69	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106368_c1_g2_i1:239-592(-)	4	A9NRC6	Viridiplantae	GO:0080143	regulation of amino acid export
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106411_c0_g1_i1:747-2846(+)	4	B5TXD0	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106411_c0_g1_i1:747-2846(+)	4	B5TXD0	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106459_c1_g1_i2:3-632(+)	4	A0A0K0M7E0	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106529_c0_g1_i1:126-1493(+)	3	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106551_c0_g2_i2:1-642(-)	1	B8LS41	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106820_c0_g1_i1:3-1022(+)	4	A0A0D6QYX2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106820_c0_g1_i1:3-1022(+)	4	A0A0D6QYX2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106835_c0_g1_i1:298-1377(-)	8	Q9AUI1	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106849_c0_g3_i1:255-743(-)	4	B8LML0	Viridiplantae	GO:0009627	systemic acquired resistance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i1:314-853(+)	1	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i2:313-783(+)	1	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106858_c0_g1_i3:1-585(+)	1	A9NQW2	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106865_c0_g1_i1:361-1509(+)	4	A0A067KCE2	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106865_c0_g1_i1:361-1509(+)	4	A0A067KCE2	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106867_c1_g3_i1:2-367(+)	2	A0A2H3X3U3	Viridiplantae	GO:0000724	double-strand break repair via homologous recombination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106867_c1_g3_i1:2-367(+)	2	A0A2H3X3U3	Viridiplantae	GO:0007062	sister chromatid cohesion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	4	A9NZ22	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	4	A9NZ22	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106881_c2_g1_i1:90-974(+)	4	A9NZ22	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106902_c0_g1_i2:194-2041(-)	4	A0A1D1XNF2	Viridiplantae	GO:0045493	xylan catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN106903_c6_g1_i2:2-781(-)	1	A0A0D1ZLZ7	Fungi	GO:0042776	mitochondrial ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107141_c0_g2_i2:442-1038(-)	3	A0A0D6RA38	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107146_c0_g1_i3:1-756(+)	2	Q1EDG4	Viridiplantae	GO:0016114	terpenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107147_c1_g2_i2:333-2081(-)	3	A0A4U0XLR5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107195_c0_g1_i2:190-798(-)	4	A0A0C9QN48	Viridiplantae	GO:0007264	small GTPase mediated signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107205_c0_g1_i1:48-515(-)	2	A0A383WCJ8	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107206_c1_g1_i2:3-599(+)	8	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	4	A0A2K1L0Q8	Viridiplantae	GO:0044772	mitotic cell cycle phase transition
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	4	A0A2K1L0Q8	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107224_c0_g1_i1:365-1720(-)	4	A0A2K1L0Q8	Viridiplantae	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107280_c0_g1_i1:127-2046(-)	3	A0A0K0M796	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107302_c0_g1_i1:456-959(-)	3	A9P0V0	Viridiplantae	GO:0010112	regulation of systemic acquired resistance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107305_c0_g1_i1:264-1412(+)	4	Q8S4Q3	Viridiplantae	GO:0006633	fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107334_c0_g1_i1:368-1765(-)	2	A0A1S3E253	Viridiplantae	GO:0006281	DNA repair
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107370_c0_g1_i1:558-2057(-)	3	A0A0K0M741	Viridiplantae	GO:0006351	transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g3_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107377_c5_g4_i1:3-539(-)	4	A9NPJ1	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107440_c2_g1_i1:179-1645(-)	1	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107440_c2_g1_i3:181-1647(-)	4	A0EJ89	Viridiplantae	GO:0006536	glutamate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107443_c0_g1_i1:203-811(-)	3	A0A438NBG8	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107479_c0_g1_i1:163-1350(+)	4	A0A1D1YPI4	Viridiplantae	GO:0007094	mitotic spindle assembly checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107480_c0_g1_i3:1-405(+)	1	B8LQZ9	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0031507	heterochromatin assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0048366	leaf development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0045787	positive regulation of cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0009909	regulation of flower development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0006349	regulation of gene expression by genetic imprinting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:2000653	regulation of genetic imprinting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107494_c0_g1_i1:510-1808(+)	4	A0A2R6WEI8	Viridiplantae	GO:0010026	trichome differentiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107559_c0_g1_i3:3-572(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107584_c0_g1_i1:399-1673(+)	3	A0A176WRF3	Viridiplantae	GO:0009072	aromatic amino acid family metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107689_c2_g1_i1:164-1219(+)	3	Q5W5I2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107689_c2_g1_i1:164-1219(+)	3	Q5W5I2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i1:264-1307(-)	3	D5ABS0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i2:264-1202(-)	3	D5ABS0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107695_c4_g2_i3:2-361(-)	3	A0A482ER90	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107751_c0_g1_i1:262-753(-)	3	W9Y8E0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107752_c0_g2_i2:1-324(+)	4	A9NJZ1	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107835_c0_g1_i1:413-2842(-)	4	A0A178VR42	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN107917_c0_g1_i2:390-815(+)	2	A9NQ79	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i1:321-1385(+)	4	A0A2C9WN99	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i1:321-1385(+)	4	A0A2C9WN99	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i2:321-1523(+)	4	A0A1R3KDZ2	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108020_c0_g1_i2:321-1523(+)	4	A0A1R3KDZ2	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i1:456-1796(+)	2	A0A0D6QYA3	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i1:456-1796(+)	2	A0A0D6QYA3	Viridiplantae	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i2:456-1829(+)	1	A0A0D6QYA3	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108038_c0_g1_i2:456-1829(+)	1	A0A0D6QYA3	Viridiplantae	GO:0009408	response to heat
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108098_c0_g1_i1:203-622(+)	4	A0A2R6XAQ7	Viridiplantae	GO:0030042	actin filament depolymerization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108111_c1_g1_i1:1-420(-)	1	B8LM08	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108111_c1_g3_i1:1-420(-)	4	B8LM08	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108180_c0_g1_i1:734-1933(-)	4	A0A218WUH7	Viridiplantae	GO:0045893	positive regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108211_c0_g1_i2:110-2809(+)	2	U5CVJ2	Viridiplantae	GO:0030488	tRNA methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108211_c0_g1_i2:110-2809(+)	2	U5CVJ2	Viridiplantae	GO:0031591	wybutosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108248_c0_g4_i1:3-440(+)	1	D5AEG3	Viridiplantae	GO:0043486	histone exchange
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108262_c0_g1_i1:344-670(-)	8	A9P2N8	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108262_c0_g1_i1:344-670(-)	8	A9P2N8	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108262_c0_g1_i1:344-670(-)	8	A9P2N8	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108345_c3_g1_i1:308-1552(-)	8	A9NVZ8	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108345_c3_g1_i2:1-402(-)	4	A0A2H3X1C3	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108345_c4_g1_i1:2-421(+)	4	B8LMU7	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108403_c0_g1_i1:920-2176(+)	4	B8LLR4	Viridiplantae	GO:0007166	cell surface receptor signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108418_c0_g1_i1:3-1793(+)	4	Q9AUI6	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108425_c1_g1_i4:1-297(+)	2	O24489	Viridiplantae	GO:0045944	positive regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108432_c0_g1_i1:148-600(-)	8	A9NU95	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108432_c0_g1_i2:126-722(-)	4	A9NU95	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108513_c0_g1_i1:91-651(+)	4	C0PQX9	Viridiplantae	GO:0006869	lipid transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108571_c0_g1_i1:311-997(-)	3	B8LLK5	Viridiplantae	GO:0031408	oxylipin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108572_c0_g1_i1:141-1898(+)	4	Q9AUI4	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108600_c0_g1_i1:235-948(-)	4	D8R4F0	Viridiplantae	GO:0010274	hydrotropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0009793	embryo development ending in seed dormancy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0055047	generative cell mitosis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0009555	pollen development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0016567	protein ubiquitination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108614_c0_g1_i1:188-2533(+)	4	W1P0H0	Viridiplantae	GO:0006511	ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108659_c0_g1_i1:756-2042(+)	4	B8LKR2	Viridiplantae	GO:0006004	fucose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108720_c0_g1_i1:196-915(-)	1	D5AB08	Viridiplantae	GO:0008643	carbohydrate transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108747_c0_g2_i1:523-921(+)	3	B8LL56	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108833_c0_g1_i1:336-1487(-)	4	A0A1U8Q5H9	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108904_c1_g1_i1:192-3446(-)	4	A0A1U8BF15	Viridiplantae	GO:0033567	DNA replication, Okazaki fragment processing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108932_c0_g1_i2:1-1599(-)	1	W1P0M5	Viridiplantae	GO:0009738	abscisic acid-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108932_c0_g1_i2:1-1599(-)	1	W1P0M5	Viridiplantae	GO:0010192	mucilage biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108932_c0_g1_i2:1-1599(-)	1	W1P0M5	Viridiplantae	GO:0048354	mucilage biosynthetic process involved in seed coat development
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108932_c0_g1_i2:1-1599(-)	1	W1P0M5	Viridiplantae	GO:0009825	multidimensional cell growth
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108946_c0_g1_i1:350-1561(-)	4	A0A2R6WT51	Viridiplantae	GO:0071929	alpha-tubulin acetylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108946_c0_g1_i1:350-1561(-)	4	A0A2R6WT51	Viridiplantae	GO:0070507	regulation of microtubule cytoskeleton organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108946_c0_g1_i2:1-801(-)	4	A0A2R6WT51	Viridiplantae	GO:0071929	alpha-tubulin acetylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108946_c0_g1_i2:1-801(-)	4	A0A2R6WT51	Viridiplantae	GO:0070507	regulation of microtubule cytoskeleton organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN108965_c0_g1_i1:1-525(+)	1	H6BUK2	Fungi	GO:0042776	mitochondrial ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109060_c0_g1_i1:405-791(-)	2	A0A4Y1R3X3	Viridiplantae	GO:0071528	tRNA re-export from nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109098_c0_g1_i1:3-998(-)	4	B1A9K6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109149_c0_g2_i2:2-2998(+)	4	A0A142KWD1	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109254_c5_g1_i1:1-363(-)	4	A0A0K0M7E0	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109254_c5_g3_i1:2-388(-)	4	A0A0K0M7E0	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109254_c6_g1_i1:223-1533(+)	4	A0A0K0M7E0	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109267_c0_g1_i1:1-648(+)	4	D5ADT9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109267_c0_g1_i3:1-648(+)	4	D5ADT9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109283_c0_g1_i1:787-2016(-)	4	A0A200Q389	Viridiplantae	GO:0010497	plasmodesmata-mediated intercellular transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109330_c0_g1_i2:215-1345(-)	4	D5ACN7	Viridiplantae	GO:0006779	porphyrin-containing compound biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109442_c2_g1_i1:262-1710(-)	4	D5ACV4	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109459_c0_g1_i4:122-697(+)	1	A0A0C9S801	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109461_c0_g1_i4:370-1260(+)	1	A9NNI1	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109461_c0_g1_i5:370-1245(+)	1	A9NNI1	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109600_c0_g1_i1:264-1904(-)	4	A0A1U7ZQ91	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109643_c0_g1_i1:107-988(+)	4	A9NQP4	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109643_c0_g1_i1:107-988(+)	4	A9NQP4	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109643_c0_g1_i1:107-988(+)	4	A9NQP4	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109787_c0_g1_i1:688-1944(+)	4	D5ACN9	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109787_c0_g1_i1:688-1944(+)	4	D5ACN9	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109841_c0_g1_i1:2-640(-)	3	A0A0C9QSS8	Viridiplantae	GO:0019538	protein metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109841_c4_g1_i1:2-775(+)	3	S8D490	Viridiplantae	GO:0019538	protein metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109864_c3_g2_i1:413-1744(+)	3	B8LP10	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109864_c3_g2_i2:413-1921(+)	3	B8LP10	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109864_c3_g2_i3:413-1942(+)	1	B8LP10	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109908_c0_g1_i1:275-1624(-)	4	A0A2K1ID49	Viridiplantae	GO:0016567	protein ubiquitination
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109908_c0_g1_i1:275-1624(-)	4	A0A2K1ID49	Viridiplantae	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109909_c0_g1_i3:133-1065(+)	4	A0A097PQK4	Viridiplantae	GO:0000077	DNA damage checkpoint
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109946_c0_g1_i1:410-1438(-)	4	A9NNP1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109946_c0_g1_i1:410-1438(-)	4	A9NNP1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109952_c0_g1_i1:422-1213(-)	4	A0A200Q7S1	Viridiplantae	GO:0000712	resolution of meiotic recombination intermediates
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109996_c1_g1_i2:3-512(-)	3	B8LLK5	Viridiplantae	GO:0031408	oxylipin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN109996_c1_g1_i5:3-623(-)	4	B8LLK5	Viridiplantae	GO:0031408	oxylipin biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN110018_c0_g1_i2:1-915(-)	4	A9NU57	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN110052_c0_g1_i1:3-299(-)	3	K4PCQ7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN110052_c0_g3_i1:1-363(-)	8	A0A3G6J9I0	Viridiplantae	GO:0046274	lignin catabolic process
