qseqid	sseqid	evalue	salltitles	tax_id	taxonomy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101366_c0_g1_i4:430-918(-)	A9NLF6	4.89e-71	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101376_c0_g2_i1:2-403(+)	A9NVW4	1.66e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101376_c0_g6_i1:2-403(+)	A9NVW4	3.83e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101387_c0_g1_i1:814-2547(+)	A0A371I6F7	0	Putative LRR receptor-like serine/threonine-protein kinase (Fragment) OS=Mucuna pruriens OX=157652 GN=CR513_04846 PE=4 SV=1	157652	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101387_c0_g1_i2:814-3537(+)	D7U3K7	0	Protein kinase domain-containing protein OS=Vitis vinifera OX=29760 GN=VIT_07s0005g06500 PE=4 SV=1	29760	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101444_c0_g1_i1:266-1660(+)	A0A0D6R5S2	0	HD domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101472_c1_g1_i1:2-373(+)	B8LQT0	7.88e-67	Lipase_GDSL domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101476_c0_g1_i3:2-376(+)	H9WXY5	1.08e-36	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=CL3160Contig1_05 PE=4 SV=1	3352	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101508_c0_g1_i3:289-732(-)	A9TA08	4.45e-68	Predicted protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_025586 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101510_c0_g2_i2:57-560(+)	A0A059BME5	4.64e-24	COR domain-containing protein OS=Eucalyptus grandis OX=71139 GN=EUGRSUZ_F00625 PE=4 SV=1	71139	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101515_c1_g1_i2:3-1760(+)	A9NXU5	2.69e-164	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101516_c0_g2_i2:35-910(+)	B8LLR5	4.46e-147	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101527_c0_g1_i1:224-727(-)	D5ADA6	1.5e-120	HVA22-like protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101561_c0_g1_i1:3-1034(+)	A0A2P5HY91	0	Endoglucanase 3 OS=Diaporthe helianthi OX=158607 GN=DHEL01_v206407 PE=3 SV=1	158607	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101602_c0_g1_i1:518-1027(-)	A9NU25	7.55e-123	PLAT domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101602_c0_g2_i1:2-454(-)	A9NU25	9.91e-107	PLAT domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101633_c0_g1_i1:3-845(-)	A0A0D6QRJ0	6.64e-98	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101638_c0_g1_i1:507-1544(-)	H9WWC8	2.01e-74	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_4904_01 PE=4 SV=1	3352	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101649_c0_g1_i1:163-1308(+)	A0A438FBL2	2.92e-49	Dof zinc finger protein DOF5.7 OS=Vitis vinifera OX=29760 GN=DOF5.7_0 PE=4 SV=1	29760	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101670_c0_g1_i1:197-817(-)	A0A4Q1BCW0	3.04e-117	Protein YOP1 OS=Tremella mesenterica OX=5217 GN=M231_07106 PE=3 SV=1	5217	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101691_c0_g1_i1:639-5141(-)	A0A443NTG4	0	Fanconi anemia group D2 protein OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_01050000 PE=4 SV=1	337451	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101707_c0_g1_i1:501-2318(+)	A0A2H5PMA8	0	Uncharacterized protein OS=Citrus unshiu OX=55188 GN=CUMW_147810 PE=4 SV=1	55188	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101715_c0_g1_i1:229-1161(+)	D5AAB4	9.26e-113	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101731_c0_g1_i1:105-590(+)	A9NSM6	1.73e-21	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101757_c0_g1_i1:305-1333(-)	A9P0E6	1.66e-78	Glutaredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101757_c0_g1_i2:305-1462(-)	A9P0E6	3.02e-78	Glutaredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101820_c0_g1_i1:1-1404(+)	A0A2P5I4M4	0	Uncharacterized protein OS=Diaporthe helianthi OX=158607 GN=DHEL01_v204168 PE=4 SV=1	158607	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101826_c0_g1_i1:290-1795(-)	A9NTR2	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101826_c0_g1_i3:290-1798(-)	A9NTR2	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101838_c0_g1_i2:3-485(+)	H9MB15	2.24e-46	Uncharacterized protein (Fragment) OS=Pinus radiata OX=3347 GN=2_6183_01 PE=4 SV=1	3347	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101840_c0_g1_i1:219-929(-)	K7NMN7	1.31e-44	PMEI domain-containing protein (Fragment) OS=Pinus radiata OX=3347 GN=2_5258_01 PE=4 SV=1	3347	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101862_c0_g1_i2:3-974(+)	B8LRG8	1.25e-123	Nudix hydrolase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101878_c0_g1_i1:327-794(-)	A0A3M0W6G7	7.11e-92	Nascent polypeptide-associated complex subunit beta (Fragment) OS=Chaetothyriales sp. CBS 134920 OX=2249417 GN=DV735_g2215 PE=3 SV=1	2249417	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101897_c0_g1_i1:1-444(+)	A0A0K0M729	3.24e-48	LRK1 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101902_c0_g1_i1:25-3036(-)	D8R9J3	2.86e-153	C3H1-type domain-containing protein OS=Selaginella moellendorffii OX=88036 GN=SELMODRAFT_408664 PE=4 SV=1	88036	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101910_c0_g2_i1:257-688(-)	A0A0K0M7B4	7.54e-75	GASA1 (Fragment) OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101931_c0_g1_i1:186-713(-)	E0ZK29	3.33e-108	Uncharacterized protein (Fragment) OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101953_c0_g1_i2:3-542(-)	B8LN53	1.35e-132	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN101966_c0_g1_i1:241-1131(+)	A9NLB7	0	Xyloglucan endotransglucosylase/hydrolase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102010_c0_g1_i1:31-366(-)	A0A0K0M799	4.12e-60	CHAT4 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102010_c0_g2_i1:31-366(-)	A0A0K0M799	1.85e-55	CHAT4 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102011_c0_g1_i1:2-316(+)	A0A423X3C0	1.11e-51	Ribosomal protein L37 OS=Valsa malicola OX=356882 GN=VMCG_01687 PE=3 SV=1	356882	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102019_c0_g3_i1:124-420(+)	A9NTH5	1.46e-65	SCP domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102032_c0_g1_i1:596-1345(-)	A9NV40	2.89e-63	H15 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102035_c0_g1_i1:309-956(-)	A0A0C4VYR6	1.57e-148	DNA-directed RNA polymerase IV fifth largest subunit OS=Pinus canariensis OX=49510 GN=NRPE5 PE=2 SV=1	49510	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102043_c0_g1_i1:767-1339(-)	D5A8U0	1.2e-132	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102049_c0_g1_i1:672-1271(+)	A9NQQ6	3.07e-146	DUF569 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN10204_c0_g1_i1:120-1736(-)	A0A1U8Q114	0	U5 small nuclear ribonucleoprotein 40 kDa protein isoform X1 OS=Nelumbo nucifera OX=4432 GN=LOC104591948 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102061_c1_g1_i1:599-1228(-)	A9NPV7	7.43e-155	AP2/ERF domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102082_c0_g1_i3:1-513(+)	A0A166C3R3	3.01e-33	Ricin B-type lectin domain-containing protein OS=Fibularhizoctonia sp. CBS 109695 OX=436010 GN=FIBSPDRAFT_753619 PE=4 SV=1	436010	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102100_c0_g1_i1:3-629(+)	A9NUX4	3.85e-61	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102102_c0_g1_i1:275-1273(-)	H6BWA7	0	Uncharacterized protein OS=Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) OX=858893 GN=HMPREF1120_04129 PE=4 SV=1	858893	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102111_c0_g1_i1:1-306(-)	A0A453C0M5	2.8e-44	Uncharacterized protein OS=Aegilops tauschii subsp. strangulata OX=200361 PE=4 SV=1	200361	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102126_c0_g1_i1:2-415(+)	A9NKI8	1.18e-75	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102128_c0_g1_i1:1-453(-)	A0A2K1ISI2	8.28e-25	MFS domain-containing protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_026365 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102128_c0_g2_i1:79-1818(-)	A0A1U8B414	2.25e-177	organic cation/carnitine transporter 1 OS=Nelumbo nucifera OX=4432 GN=LOC104607036 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102128_c0_g2_i2:154-1878(-)	A0A1U8B414	1.73e-177	organic cation/carnitine transporter 1 OS=Nelumbo nucifera OX=4432 GN=LOC104607036 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102142_c0_g1_i1:171-1592(-)	A0A5B6Z468	0	Carboxypeptidase (Fragment) OS=Davidia involucrata OX=16924 GN=Din_007707 PE=3 SV=1	16924	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102158_c0_g1_i4:2-802(-)	B8LKB6	2.73e-156	Lipase_3 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102161_c0_g1_i1:1-1782(-)	W1NF44	1.59e-62	DUF4708 domain-containing protein (Fragment) OS=Amborella trichopoda OX=13333 GN=AMTR_s00010p00081100 PE=4 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102169_c2_g1_i4:2-328(+)	D5A8Y9	2.01e-25	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102171_c0_g1_i1:355-2043(-)	A0A1U8AWP2	0	lysophospholipid acyltransferase LPEAT2-like OS=Nelumbo nucifera OX=4432 GN=LOC104608343 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102177_c3_g1_i1:1-411(+)	A4U9H3	1.74e-83	Translation elongation factor 1-alpha (Fragment) OS=Cordyceps cf. acicularis OSC 128580 OX=386284 GN=EF1-alpha PE=4 SV=1	386284	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102177_c3_g2_i1:3-332(+)	L7X4U8	5.82e-69	Translation elongation factor 1-alpha (Fragment) OS=Conocybe ingridiae OX=1276731 GN=tef1 PE=4 SV=1	1276731	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102182_c1_g1_i1:1-300(-)	A9NKD5	3.11e-64	Non-specific lipid-transfer protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102185_c0_g1_i1:277-2451(-)	A0A1S4BV95	0	root phototropism protein 3-like isoform X1 OS=Nicotiana tabacum OX=4097 GN=LOC107812219 PE=3 SV=1	4097	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102192_c0_g1_i1:430-900(+)	A9NMX0	2.68e-109	HMA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102198_c0_g1_i1:3-1223(+)	A0A200QQ62	0	Spermidine/spermine synthases family OS=Macleaya cordata OX=56857 GN=BVC80_9013g49 PE=3 SV=1	56857	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102204_c0_g1_i1:330-1115(+)	A0A2P6QS74	9.05e-70	Putative transcription factor & chromatin remodeling CW-Zn family OS=Rosa chinensis OX=74649 GN=RchiOBHm_Chr4g0397961 PE=4 SV=1	74649	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102206_c0_g1_i1:450-2096(-)	A0A2C9W478	0	Amino_oxidase domain-containing protein OS=Manihot esculenta OX=3983 GN=MANES_03G033700 PE=4 SV=1	3983	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102214_c0_g1_i1:182-1738(-)	A0A0A0KKX4	1.94e-34	AP2/ERF domain-containing protein OS=Cucumis sativus OX=3659 GN=Csa_6G486790 PE=4 SV=1	3659	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102256_c0_g1_i1:323-850(-)	Q3I3Y9	1.74e-124	Late embryogenesis abundant protein OS=Picea glauca OX=3330 GN=EMB23 PE=4 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102264_c0_g3_i1:440-1474(-)	B8LRC0	0	DUF4057 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102266_c1_g2_i2:1-606(+)	D5ABG7	8.47e-78	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102273_c0_g1_i5:459-1562(-)	B8LMT7	0	GST C-terminal domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102281_c0_g1_i1:442-1089(-)	D8RE14	2.65e-128	Rab family GTPase OS=Selaginella moellendorffii OX=88036 GN=Rab11;A1b-1 PE=4 SV=1	88036	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102295_c0_g1_i1:1-480(-)	A0A0D6R3E6	6.04e-35	Nodulin-like domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102295_c0_g1_i2:1-468(-)	A0A0D6R3E6	4.72e-34	Nodulin-like domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102311_c0_g8_i4:2-427(+)	C0PQE2	3.37e-30	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102325_c1_g2_i1:2-355(+)	A0A0D1WYR5	3.01e-50	60S ribosomal protein L36 OS=Exophiala mesophila OX=212818 GN=B0A52_02889 PE=3 SV=1	212818	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102334_c0_g1_i1:129-1457(+)	B8LQ10	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102335_c0_g1_i1:1-3342(+)	A0A0B2PH80	3.8e-180	Protein BREAST CANCER SUSCEPTIBILITY 1 like OS=Glycine soja OX=3848 GN=glysoja_032801 PE=4 SV=1	3848	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102377_c0_g1_i1:156-2360(-)	A0A2G5C5E2	0	Uncharacterized protein OS=Aquilegia coerulea OX=218851 GN=AQUCO_09300027v1 PE=4 SV=1	218851	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102383_c0_g1_i1:1-702(+)	A0A0D6R242	1.57e-126	MFS domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102386_c0_g1_i3:2-1459(+)	B8LMZ7	1.4e-115	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102394_c0_g1_i1:3-497(+)	A0A4S9YR88	1.24e-110	Uncharacterized protein OS=Aureobasidium pullulans OX=5580 GN=D6C80_05477 PE=4 SV=1	5580	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102395_c0_g1_i1:2-586(+)	B8LNP3	1.63e-139	AB hydrolase-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102398_c0_g1_i1:126-851(+)	A0A0D6R3S4	1.48e-43	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102421_c0_g1_i1:348-2261(+)	A0A061E698	0	Nsp-interacting kinase 3 isoform 1 OS=Theobroma cacao OX=3641 GN=TCM_010430 PE=3 SV=1	3641	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102422_c0_g1_i1:337-1587(-)	A0A0D6QZS0	3.23e-156	Fe2OG dioxygenase domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102432_c0_g1_i1:846-1703(-)	A9NUE2	1.22e-78	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102438_c0_g1_i1:359-1312(-)	A0A5K1ATC6	1.93e-42	Uncharacterized protein (Fragment) OS=Nymphaea colorata OX=210225 GN=NYM_LOCUS12499 PE=4 SV=1	210225	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102445_c0_g1_i1:332-634(+)	A9NWK6	1.57e-53	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102466_c0_g1_i1:1-450(-)	B8LKE3	5.67e-29	Lipase_3 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102484_c0_g3_i2:763-1578(-)	A9RGU2	2.8e-97	Predicted protein (Fragment) OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPADRAFT_113908 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102484_c1_g1_i1:1-981(-)	A0A392PEI8	7.16e-34	Tetratricopeptide repeat-like superfamily protein (Fragment) OS=Trifolium medium OX=97028 PE=4 SV=1	97028	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102492_c0_g1_i1:2-1390(+)	A0A0D1WZB4	0	Uncharacterized protein OS=Exophiala sideris OX=1016849 GN=PV11_07989 PE=4 SV=1	1016849	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102497_c1_g1_i2:263-1549(+)	A0A1U7ZRS7	6.57e-36	protein TIFY 4B-like isoform X1 OS=Nelumbo nucifera OX=4432 GN=LOC104596614 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102506_c0_g2_i2:1-375(+)	B8LM41	1.09e-36	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102545_c0_g1_i1:261-803(-)	A0A0C9RSY5	4.89e-23	TSA: Wollemia nobilis Ref_Wollemi_Transcript_14350_1029 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102560_c0_g7_i1:3-434(+)	Q27JA8	1.5e-100	Dirigent protein (Fragment) OS=Picea engelmannii x Picea glauca OX=373101 PE=2 SV=1	373101	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102571_c0_g1_i1:2-1078(-)	A9NVV0	0	Pectinesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102592_c0_g1_i4:303-668(-)	A9NL23	3.38e-75	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102592_c0_g1_i7:246-611(-)	A9NY94	1.66e-73	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102658_c0_g1_i1:335-1795(-)	A0A2R6P670	2.04e-125	IRK-interacting protein OS=Actinidia chinensis var. chinensis OX=1590841 GN=CEY00_Acc31785 PE=4 SV=1	1590841	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN10265_c1_g1_i1:64-2103(-)	W2RJQ1	0	Carn_acyltransf domain-containing protein OS=Cyphellophora europaea CBS 101466 OX=1220924 GN=HMPREF1541_08984 PE=4 SV=1	1220924	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102686_c0_g1_i6:1-483(+)	A0A0A0LNW8	8.12e-41	Uncharacterized protein OS=Cucumis sativus OX=3659 GN=Csa_2G369750 PE=3 SV=1	3659	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102705_c0_g1_i1:2-823(+)	A0A484N913	3.86e-87	Bidirectional sugar transporter SWEET OS=Cuscuta campestris OX=132261 GN=CCAM_LOCUS39637 PE=3 SV=1	132261	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102705_c0_g1_i3:246-917(+)	A0A484N913	2.72e-85	Bidirectional sugar transporter SWEET OS=Cuscuta campestris OX=132261 GN=CCAM_LOCUS39637 PE=3 SV=1	132261	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN102708_c1_g1_i1:2-925(-)	A0A0C9QTW5	8.03e-128	TSA: Wollemia nobilis Ref_Wollemi_Transcript_9975_1906 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
